X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
-5.3768187,-7.431366,-0.10087612,6.1529975,-2.5282283,1.3168603,-1.8391876,0.012469183,2.544548,0.24057302,-2.1694186,0.9985535,4.3047395,-1.291656,-3.2110665,-0.31045595,1.7122209,-1.4713373,1.197619,0.6017954,-0.6750719,-0.91778517,-2.6530893,0.25368443,0.41530913,-0.15008955,1.8460938,0.7764826,0.06884522,-0.66615623,-0.21885954,-1.5927646,1.9232683,-2.8787484,1.8245195,-2.1819336,-1.9468464,-2.6829367,-1.2106665,-1.7400876,0.6103354,-0.2473447,2.1649344,0.007207909,-1.4387684,-0.25042015,-0.5781146,2.226744,1.2138879,-2.4997435,8.2451105,11.77988
-2.8030803,-1.7396557,-0.60213244,-3.2691202,-0.495428,-0.69704676,-0.102397315,-0.45959622,-0.48424706,1.0631472,1.4803299,-1.6957445,0.014254691,-0.24940525,0.70989996,0.97170603,0.813899,1.3789212,0.095300846,2.3207839,1.511713,0.016045375,-1.0935053,-0.987484,0.6320564,1.3341843,-0.2423875,0.7442534,0.3659225,0.28529835,0.78804743,-0.31178698,1.0673208,0.7793688,-0.14331897,0.4033459,-1.4414831,1.1447737,0.31920084,0.38175264,0.13851124,-0.02591571,-1.0898119,0.9917046,1.6026943,-1.3160923,0.5466216,-0.73435783,-2.4305055,2.7814567,9.154671,6.2823205
-2.2924292,-0.39693937,0.11001346,-3.5269468,1.1286421,-0.7267314,0.7131594,0.7225682,-1.0480134,1.8356216,0.074153684,1.3302287,0.112546474,2.1251411,-1.3487085,1.5210043,1.4107325,1.3755604,1.6651827,0.28781086,-0.38611025,0.31886175,0.25162885,1.7239475,0.941716,-0.3792111,1.9035838,-3.0518985,0.59754914,-2.6518142,1.9868559,0.033101648,2.508313,-1.8227131,-2.0183184,1.6015879,0.5346287,0.32490864,2.0459802,-0.21677458,-0.94578314,0.7663497,-2.3427534,-1.9086974,-1.1015675,1.3108534,1.4267869,-2.479459,-0.23623516,1.4256505,8.268981,4.673485
10.789211,1.4749732,-0.9590174,-1.6252369,-1.7159624,-0.022590797,-0.29528835,-2.2539098,0.18947516,1.1330862,1.3656019,0.44010937,1.0520744,1.9180903,-1.4937385,-1.9930412,-0.89606726,0.29968387,-0.36492282,-1.0886034,-0.8488012,0.469337,0.082907796,-0.39384326,-0.8175671,0.7951324,0.6272893,1.0489274,-0.603096,0.36923164,-1.035156,-1.8129388,-2.3727355,-0.29896295,-0.37543654,-0.7090346,-1.000898,0.59966797,1.932503,1.2015369,-1.5236065,0.17038926,-0.06714116,0.14621095,-1.3911276,0.86878896,-0.5863098,2.7116709,-0.12909468,0.6321378,-0.11740428,1.9989964
-3.2612014,0.64679056,-0.16950394,-2.7527385,-0.69413584,2.6542852,-3.6877298,0.23199426,-0.14638449,0.42982855,0.41608655,0.47358775,0.39659098,0.5168218,-2.7658906,-1.2450452,1.63229,-0.4236423,0.7447996,-0.5756021,-1.614937,-2.179185,0.2734822,0.43231416,-0.73750705,0.85871065,-0.21626796,0.28378913,-0.77330875,0.48801285,-0.2744425,1.0163579,0.7792322,1.1163704,1.5389562,0.65801346,0.4860724,0.27112782,-0.2126595,0.7420565,0.55472463,-0.75399935,-0.14093314,2.1457884,-0.10582953,1.9410673,0.6237741,-1.4730808,1.1403371,-0.78810966,9.554865,1.1128334
-1.2155079,-2.2647097,-0.52354944,-3.1904323,0.29674724,-0.753836,-0.8730011,-0.105936274,-0.96862805,0.73656315,-0.64913774,-0.17059016,1.8380775,0.274127,1.1350561,1.7137551,0.28356475,0.18257411,0.11537533,2.088165,-0.35934052,-0.43622154,-0.7049929,-0.40178013,-0.25552958,0.31743795,0.7494811,2.1558082,-0.15168405,0.8534006,0.24677615,-0.3047454,0.50985026,-0.24385296,0.4125386,0.5795821,0.2120869,-1.4398284,-0.0038080958,-1.2318591,-0.37183875,-0.972711,-0.85319734,-0.2714577,0.0557325,0.5392972,1.3617815,1.0514765,1.1790847,-0.9275053,7.5033402,4.644458
9.350421,2.4449763,-1.1724619,1.1431881,-0.20506072,0.6925993,-0.66152495,-0.3232887,0.51535994,2.8417985,-1.0490643,-0.91954714,-0.5489057,-3.5623085,0.60409987,-1.3293691,3.1176403,-1.7193578,-0.8778894,0.88756156,-0.53915143,0.44479504,-1.5196195,1.5508146,-1.100128,0.52680403,-0.6787507,-0.35249418,1.4721973,3.083369,-1.0559268,-0.1004268,-0.92190325,0.41018206,1.0345964,-1.277322,1.4031891,-2.0042286,-2.6451993,0.28994054,-0.761804,1.3561794,-1.5872877,0.76900977,0.69790566,-1.476487,-1.9447032,-0.26220223,0.4700014,1.4585856,-0.6210358,1.2103333
-5.251995,-0.4038721,0.24862702,-2.4201043,0.42015228,0.35934886,0.4470008,-0.3888459,0.015405662,-1.5356301,-0.5917161,1.622949,0.7472008,0.86496186,-1.5825346,-1.1079243,-2.9471989,-0.21844593,1.8998628,0.86324644,-0.70133257,-1.1572454,0.11735875,0.8736927,-0.6690507,2.8098862,-0.11902487,1.3177383,0.74987197,-1.4351965,0.97811794,-1.8058202,0.69591576,0.32336336,0.12734023,2.255378,0.72705746,-0.12035097,-2.0187523,-1.7737348,-1.24487,-1.6165489,-0.78538465,-0.3112065,1.9361273,1.5030899,2.5742686,-2.1345854,0.65686846,1.0530529,10.212976,4.2327366
-6.3916287,-5.15455,0.7917416,5.838678,-2.6227932,-0.230067,-0.81947607,-1.0742377,-0.72143114,0.78348184,0.8410869,-1.5085963,2.1866124,0.61102706,-2.2950213,-1.327934,0.46556878,1.4868629,-2.5802126,-3.146966,-0.8819013,1.5606477,-0.83259934,-1.965754,-1.9638478,-0.22948982,2.4861212,-0.883855,-1.3131323,0.28995845,1.5032461,-2.3411982,-1.3372782,1.0705624,2.1891267,-1.4773571,-0.43407685,0.10592372,1.055792,-1.3221737,1.7108494,2.1873372,1.1431394,-0.81821424,-0.16226342,0.74778646,0.7310701,1.387461,-1.1131519,-1.1319749,8.084161,11.6234865
-1.8429565,-8.41894,-1.4759946,6.0452976,-0.092285484,-1.5643438,0.2609903,0.10090222,1.9575106,-0.35276362,-1.6038189,0.24999295,-1.9378804,-0.25415227,1.2348528,-1.6772231,-1.1946173,-2.882554,-1.3560098,-2.0462255,-1.9087551,-2.316046,3.5790706,-1.0373033,-1.356801,-1.5277445,-0.5027537,-1.6757095,1.2121128,0.69951,-1.8782889,2.17109,-0.42178333,-1.0112315,1.7825954,-1.9902014,1.9004333,2.1665769,0.022766054,1.1383748,-0.9028855,1.9112608,2.9520977,0.46841845,-0.632141,-0.5786552,-1.453481,1.4840978,2.8637176,-0.39860442,5.5404143,11.399135
-5.145185,-6.6816344,-0.7358177,7.0225463,0.544468,0.48695606,2.4559748,-0.92540216,-0.23849426,-0.24475095,0.81342685,3.1646874,0.79742986,-0.13446261,-0.24053527,4.767364,2.052129,2.677525,2.479688,-2.2536485,-0.13371265,-0.13410985,-2.137247,0.011237384,0.65063894,1.0233426,2.6232111,-0.14244111,1.1516556,1.8191046,0.58958757,4.085611,-1.8770268,2.1843686,2.685172,-0.5684797,1.8908031,-0.86478424,-0.545497,-1.7077498,1.2911357,-0.27277875,0.23399325,-1.372597,0.615831,4.1209946,3.644782,3.450722,-1.5407853,2.0681124,7.139476,11.640483
0.19173875,-2.893167,-0.21616694,-3.6952105,0.32059163,-3.397957,-2.5657945,1.2158457,-0.5162071,-0.60108525,0.42111737,1.4460655,2.2614584,1.6519645,-0.39359924,-1.2320005,-0.31197417,-1.0962273,0.13359211,-1.1579512,0.3483404,0.8884557,0.06858436,0.61535716,-0.23696473,-1.036905,0.6018537,0.26848763,0.8541578,-0.039892294,-0.24373135,0.4920568,-0.36805192,-0.38977587,0.7986927,1.3921977,-0.94503367,-1.7225505,-0.64051133,0.07083691,-1.3963695,-0.674617,-0.4346031,1.6217723,0.59790033,-1.2672342,-0.28542888,0.43011507,-1.4206187,0.56290305,6.9127207,4.7529445
8.439228,0.6012182,-1.0273628,-2.370189,-2.451665,-0.030429712,0.396791,-1.9379436,4.338634,-0.7967032,-0.17815378,0.04212946,-1.396131,0.7410447,-0.46132168,-0.5887005,0.25147048,1.2892803,-0.8596361,0.47948405,0.15451507,0.50473315,-2.5180223,2.1983109,-0.76671255,-0.8259839,2.11213,-0.886046,0.031964067,2.074827,-1.1154526,-0.9224473,0.94045645,-0.4470216,1.3092896,2.1953187,-0.57936096,2.6416295,1.4412129,-1.1534513,0.3424196,-2.9464085,0.94843423,1.4923234,-0.16745484,0.49305004,1.3728576,0.31420004,-0.75842094,0.3327367,0.38794714,3.5310361
0.15828085,-4.5065722,-0.5835407,5.272411,-1.6639692,1.1078985,-0.4200228,-0.5113746,-0.44001356,0.059511214,-1.4335986,-0.35679176,-1.0317776,1.4778368,-1.7905873,1.5938407,-0.78548,0.67957354,1.9217541,0.7156616,-0.2895814,-0.16042465,-0.92462367,1.1704559,-0.0502842,0.5545657,0.693636,-3.0622008,-0.13711381,-0.7626643,1.0439854,1.461127,-0.7372836,0.5882415,-0.93588084,0.9193366,-3.3772624,0.15285069,-1.4496242,1.9995279,-1.1329674,-0.6037238,0.3737545,-0.77549213,0.53064233,-0.27060214,0.80125165,1.1200744,1.788926,0.07297091,7.358154,10.791268
-1.4467885,-2.4698908,-0.32530954,-2.7984285,-0.01873832,-2.3113916,-2.810945,-0.2918643,1.2594529,0.28656524,-1.0957966,2.3043983,-1.2144641,0.4809636,0.27112377,-0.7242818,-0.1983895,0.75611174,1.4877264,0.12863998,0.051741756,-0.21169671,-0.2403476,-0.64831567,1.205431,-1.1353723,1.1435158,-0.19601771,-0.49475342,1.7508261,0.47212905,-0.3441318,1.2267814,-1.8520104,0.9951915,-0.62677646,-1.0368316,1.1117872,0.10654008,1.0076793,0.44337794,-0.7056955,-0.06319064,1.3667212,-0.9961022,0.69555664,0.8775468,0.9375705,-1.3004591,0.4648119,7.3293858,5.7246866
-4.504803,-0.87778217,0.0060343314,-2.8999572,-1.2322023,-1.8102828,0.34532556,-0.981518,1.2087204,0.8084083,-0.7620881,-1.043059,1.3956424,1.2382951,1.3466929,-2.8840828,-0.12337424,-0.96451056,-0.6806441,3.057963,1.5405992,0.43941453,1.2723607,-1.3986953,-0.37834436,-2.7676911,-2.3867342,-0.49959117,-1.1826224,-0.37300342,0.7193692,-2.1811469,0.059695918,1.1521202,1.5759069,1.2234081,-1.7717739,1.0903472,0.2569415,0.7636232,1.5705916,0.5340594,-2.6065946,-0.29230136,-2.2281632,0.4696746,-0.3132092,-1.5963488,-0.38178396,0.085110635,10.23322,6.6055326
-0.3275502,0.8918243,4.6932635,-0.39182302,3.968551,-3.8781013,-6.444158,-2.1495183,-4.1587067,-2.6330838,-2.1523507,0.55973846,-0.19523782,-0.14545654,-1.6282964,-0.1349313,-0.12017396,1.045755,-0.72218645,-2.6476634,-0.48404646,-3.7155132,1.5985345,-2.262141,0.87212056,0.038546752,-1.7453107,-0.005726782,0.57845783,1.9939756,-2.0648541,-0.7123254,-0.65491784,0.18046863,-1.6118628,1.064501,1.1179997,1.353546,-0.4360994,-0.22147845,2.0075195,1.4493233,-0.03347377,1.1153893,-3.2641592,0.24041452,-1.5519202,0.41812137,0.18530545,-0.27493688,6.493278,3.6360428
-5.713806,-2.2465045,0.040635303,-3.6078043,-0.78997344,-2.290056,0.05380472,-1.0509952,0.47224775,3.336208,-1.6848192,-3.5345845,-2.35392,1.6769099,0.06954814,-0.97991264,0.34097797,1.4725835,0.035838984,-3.390967,1.1780981,2.7740943,0.54607034,-0.2744978,3.2258408,-0.025011368,-3.2250936,1.6713825,1.2847545,1.1829649,1.7189274,-1.1769646,1.429019,-1.4489615,-1.3754106,3.5062995,-0.91810095,2.0429144,-0.14723185,0.93575245,-1.8063537,-1.0002403,-1.4659381,1.4055685,0.40977788,-3.9734426,0.18478443,-0.71847445,1.3179163,0.5543471,9.454217,7.289888
-3.526132,1.161876,-0.5243111,-2.3581097,2.755864,2.5240185,8.541603,2.188837,-0.08467708,7.8032475,-5.10298,-2.290186,8.113156,0.74899447,-0.89723945,1.9577616,-2.8727527,0.40312508,-3.6644971,-0.44298562,-3.6063669,-2.1075172,-1.0050336,0.62357956,-0.30300385,0.6639462,-1.129788,2.970222,-0.3672547,-2.3535154,-2.7924721,2.049685,0.33627915,-0.14533314,-1.4383309,-0.8198556,1.7754507,2.0670497,-4.136196,-2.3696523,1.0492994,-1.5912147,1.1200647,-1.8232237,-2.3959656,3.1812854,-0.40945482,-1.6916372,-3.6258352,-0.23099269,7.705671,3.3979547
1.0933832,0.8314878,1.0262297,0.20792148,9.085918,-3.368894,0.88234764,1.1638851,0.29568565,-0.86146975,-0.94335616,-0.82381207,2.6764247,2.0862997,-0.2981113,1.3491788,-0.64868546,-2.1849973,-1.7989001,-0.09490936,-0.57836175,0.5254336,1.985682,-1.1446096,1.8496119,0.9921304,1.0069844,1.0519314,-0.5052761,-1.7332286,1.1493045,-0.4830606,-1.8850172,1.4497924,-3.5135293,-2.636412,2.5144134,0.33055755,1.0541178,0.50181836,0.89669365,0.41341808,-0.07589651,-3.6364408,0.71658546,-1.3324423,0.5189901,-1.5685135,0.079053186,1.4561939,0.64257455,-1.5545045
-0.98127776,0.38291466,-0.83518344,-2.3050125,-0.19030361,1.1847801,-2.687341,-0.23824047,-1.434966,0.33720297,-0.8390949,-1.056323,-1.136284,0.31139347,-1.498464,0.21660255,-0.6009353,-0.09064085,0.5791154,0.068051316,-1.793693,-1.7159765,0.9355296,1.5986105,-0.21124057,0.49906805,0.33732182,-0.15815905,2.1705122,0.42618614,-0.915801,0.83500826,-1.1332697,0.5949467,-0.76099396,-1.7257487,-0.70296556,-1.5561639,-0.35600862,-0.4676226,0.35810494,-2.554321,1.1979113,0.42197278,-1.3852893,-1.0286404,-1.5111271,0.4154628,2.1012316,-2.1571577,9.0296545,1.68909
0.9120042,-7.193431,-0.91682714,7.416539,-0.51346356,-2.0324697,-1.0408281,-2.8395705,0.5074337,-0.21913752,1.1394241,-2.1040661,2.2474225,-1.3723577,-1.0536306,2.0747724,-0.8589858,-1.9870354,-0.51273847,1.5974101,2.8369055,-1.9228334,3.2748864,-1.9614182,0.033754423,0.47416258,1.954788,0.99973804,-4.6321816,0.57387054,-2.3540175,-0.08831509,1.2334943,-0.26032183,-0.97560704,2.2924895,-2.3693328,-0.16833071,0.25952935,-2.620193,-2.8280482,-1.6774019,2.110158,-0.31633168,-0.8697491,-0.31585374,0.6218572,-3.2871935,-0.90280473,1.8684881,6.9324226,11.662676
9.10471,-0.3739958,-1.4441054,-1.6355249,-0.5092345,-2.0972433,-1.8749397,-2.876071,0.67108345,1.869028,-0.8628878,2.7198896,-2.072928,-2.3708649,2.3590467,-0.26950076,0.5371028,-1.0803449,-1.8350744,-0.034411594,1.3910694,-0.35511,1.7628115,-1.6244203,-0.2059525,-1.5114772,1.8575896,0.8980793,-1.2554507,0.47804406,-0.822197,0.4111196,-1.4584615,-1.0659493,-0.8624291,0.38973016,1.8088146,-1.5329953,-2.3407784,1.1609032,-1.5476806,0.6193187,1.8434279,1.4455183,-1.9845413,-1.448244,-1.3031538,0.67679584,1.0314084,-1.0689272,0.5034466,2.2878318
-0.40022057,0.40377253,0.06986887,-1.9912233,-0.11004227,2.694442,0.44968215,4.1241403,-1.0748441,-2.0276403,2.9605014,-0.24898034,-0.08450521,-0.50600994,-0.6778002,-2.515261,-3.710679,1.7438987,2.5801396,-2.0815098,-0.6935733,2.1501658,2.5884,-1.6541007,-0.8811744,-1.5075735,0.25916278,3.2065547,2.8433442,0.9779544,0.48247465,1.2814049,1.090912,1.1273218,1.1366947,2.2234764,1.7151588,-2.9948924,-1.2264322,0.64407367,-0.040357046,-0.5921912,2.074311,-1.8584524,1.3562006,4.257556,0.70577514,-1.9303705,1.8313122,1.4057273,8.817232,2.3277886
12.454676,1.6551011,-0.13199022,-0.46240684,0.5360056,-0.11085114,0.8515389,-1.3513247,-0.94654495,0.78680116,-0.02338329,1.914792,-2.360251,-1.0544027,-1.3894641,0.12985156,0.34913203,-0.63524437,-1.5883963,-1.6536598,3.7966437,-0.70314664,-0.97569734,0.41341153,1.5818278,-1.3469149,-0.37535673,0.75442713,-2.2282672,0.43687302,-0.6645326,-1.825043,0.102535054,-1.9722705,-0.62317485,-2.1327724,0.27982047,-0.68744475,1.0846996,-1.9461036,-0.6150264,-1.5755343,0.62858295,0.6676922,-1.1263653,0.43058407,-0.5514957,-0.9722104,-0.72015685,-1.2373434,-1.3708885,2.4142072
-3.7024753,-1.7986143,1.1581389,-2.5397596,-0.7921299,-0.6876359,-2.3078167,-2.5607457,-0.41487575,-0.5306568,0.98912895,0.29305166,1.3734984,0.023890795,0.31533858,0.577207,0.9572422,1.8514445,-0.13848935,-0.3012285,-2.0433722,-0.43557176,0.6429156,0.61735183,-0.35592622,0.73288167,-1.9033835,-2.1291165,0.17856474,-1.5793152,0.9703099,0.02572867,1.1871533,-0.22607748,-0.010684691,0.025579695,0.5083441,0.23374113,1.2741399,1.5271728,0.086265735,-1.7082593,0.08588077,-1.0328429,0.7416659,2.6633341,0.3112604,-0.47864166,0.1734793,0.16994512,8.661605,6.556563
9.588508,1.241919,-0.64245796,-1.0351385,-2.0367818,-1.7634224,0.25070155,-1.1972704,-0.008731047,0.59599334,-4.076874,0.4994571,2.6356857,-0.575619,-0.9157738,-1.4956622,2.4276946,-1.0981777,2.4830425,0.23489313,0.485236,2.3398516,1.3101107,0.4247779,1.3248047,0.14455166,0.6403123,-0.016337225,0.5865346,-1.6321806,-0.25848818,1.8851602,1.050346,2.0642462,1.2919137,-3.7605937,-0.1903367,2.0309632,1.1029935,1.5440716,-1.5512481,0.2156131,-1.8456534,-0.67445844,2.6366873,1.4083947,-0.7181141,0.83730316,-1.2004594,0.3332488,0.73645294,1.939243
8.70635,1.7126218,-1.4464573,-0.47724533,7.26159,-0.43313384,-1.5878787,-0.78441846,-1.5622504,-0.23860587,0.709836,-0.83327466,-0.037070807,-0.738996,-1.3198467,0.47787997,-0.4559665,-1.7646853,-1.3744402,0.6190211,1.4849316,-0.96539694,1.1699646,0.5061907,-1.2842269,-1.5766451,0.022686735,1.2807997,0.43338364,0.22201763,-0.81017834,-0.286,1.0063995,-0.5649373,-1.1302389,-1.0747626,-0.4567991,-0.74577194,0.037332788,-1.3581593,-3.8572972,0.12294526,0.68369967,-0.5021869,-0.5683149,-1.8831121,2.3275394,2.2502043,-1.7745156,-0.7674493,0.14544384,-0.61761636
-5.1701093,-1.9153702,0.5789602,-2.398315,-0.937803,-2.5182304,-3.0302534,0.019236822,2.420832,1.4636734,0.08244609,-2.87539,0.5706939,1.8355764,0.3938304,-0.20330061,-2.686457,2.0270896,0.6982485,0.58599406,0.48519966,0.32861242,-0.2931387,-2.1018822,1.360426,-1.0957289,0.020781742,1.9221122,-1.8223618,1.0758219,0.46353856,0.91322875,1.4761158,-0.64219373,-0.46387473,1.5882534,-0.1640488,1.6891204,-0.059770703,0.36226878,0.90138775,0.92042816,1.3359462,-1.3539399,2.208919,0.7884825,-1.737572,-0.4757462,-1.0506767,1.0099845,8.885335,7.2584844
-3.0204122,6.962259,-0.7408947,3.865835,-1.5376991,3.829899,1.1048386,-6.8856144,-5.385262,3.6225588,4.857849,-1.833033,-0.5581837,1.4460531,-4.2374287,-2.8167384,0.13386576,-3.2314024,0.7810563,0.77432364,-0.81961185,0.43649155,-0.4906216,0.7541067,-1.3416314,3.941329,4.2243204,0.4857236,-3.1262584,1.1069683,1.0912902,-2.864814,2.6410904,-0.7438348,1.4959767,0.7395783,-1.1115483,-0.39944702,0.8786963,3.045497,3.9349287,-0.61902714,-0.40152615,-0.937105,-1.7101467,-2.721768,-0.3182492,-1.8775374,0.8435278,-0.32924443,9.547666,-0.35507762
