p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
0.0,2.89696923934126,0.556,0.014,0.0,Macrophages,CCL3
0.0,2.8668352252508,0.833,0.108,0.0,Macrophages,VIM
0.0,2.82344238735331,0.767,0.056,0.0,Macrophages,SRGN
0.0,2.7754324144787,0.921,0.378,0.0,Macrophages,FTL
0.0,2.7004934556039,0.65,0.067,0.0,Macrophages,LYZ
0.0,2.67968880597806,0.537,0.074,0.0,Macrophages,CXCL8
0.0,2.66003814026073,0.604,0.055,0.0,Macrophages,TIMP1
0.0,2.65659164872872,0.393,0.009,0.0,Macrophages,IL1B
0.0,2.65494830812939,0.724,0.016,0.0,Macrophages,TYROBP
0.0,2.65259310667179,0.296,0.004,0.0,Macrophages,SPP1
1.89e-19,4.64092700804296,0.667,0.001,6.2e-15,Mast Cells,TPSAB1
4.3e-18,3.92465236082254,0.667,0.001,1.41e-13,Mast Cells,CPA3
3.19e-17,4.08266619511378,0.667,0.001,1.05e-12,Mast Cells,TPSB2
2.5e-13,3.32306722883422,0.667,0.027,8.22e-09,Mast Cells,PTGS2
2.97e-11,2.78962384362318,0.889,0.087,9.75e-07,Mast Cells,RGS2
3.91e-11,1.80742191761289,0.444,0.0,1.28e-06,Mast Cells,TPSD1
4.31e-11,2.26284326930049,0.556,0.002,1.42e-06,Mast Cells,GATA2
1.59e-09,1.84119479123418,1.0,0.414,5.22e-05,Mast Cells,HSPA1B
1.79e-09,2.07790201671548,0.556,0.005,5.88e-05,Mast Cells,MS4A2
5.56e-09,1.91953318593538,0.889,0.535,0.0001828552236161,Mast Cells,HSP90AB1
1.11e-260,2.724509314052,0.665,0.012,3.65e-256,Mitotic Basal Cells,MKI67
9.66e-239,2.40029215761577,0.613,0.013,3.1799999999999997e-234,Mitotic Basal Cells,TOP2A
2.32e-194,2.56971326095262,0.605,0.046,7.63e-190,Mitotic Basal Cells,CENPF
9.580000000000001e-148,1.88768280838667,0.425,0.01,3.15e-143,Mitotic Basal Cells,CENPE
9.369999999999999e-120,1.5912663983517,0.331,0.006,3.0799999999999996e-115,Mitotic Basal Cells,ASPM
2.49e-83,1.50223191327088,0.421,0.068,8.180000000000001e-79,Mitotic Basal Cells,STMN1
5.0700000000000003e-73,1.55110279242267,0.425,0.055,1.6699999999999998e-68,Mitotic Basal Cells,KRT5
3.39e-72,1.05371584892041,0.252,0.011,1.1199999999999999e-67,Mitotic Basal Cells,TPX2
4.96e-70,0.800010122438036,0.195,0.004,1.63e-65,Mitotic Basal Cells,DIAPH3
1.1799999999999998e-69,0.615436587931541,0.173,0.003,3.89e-65,Mitotic Basal Cells,HJURP
1.99e-39,4.98502978369203,1.0,0.003,6.540000000000001e-35,Plasmacytoid DCs,IGKC
5.51e-32,3.76687618287807,0.923,0.002,1.8100000000000002e-27,Plasmacytoid DCs,JCHAIN
3.35e-24,0.784720059616546,0.692,0.005,1.1e-19,Plasmacytoid DCs,ADGRG5
2.89e-20,2.31439983842342,0.846,0.056,9.49e-16,Plasmacytoid DCs,ITM2C
5.6e-20,1.4394026159961,0.538,0.002,1.84e-15,Plasmacytoid DCs,LILRA4
1.93e-18,1.2838582893749,0.769,0.013,6.35e-14,Plasmacytoid DCs,ADAM19
9.95e-18,2.69599049616461,0.769,0.085,3.27e-13,Plasmacytoid DCs,IRF7
1.47e-17,2.74264515382516,0.769,0.01,4.84e-13,Plasmacytoid DCs,IRF8
1.17e-16,1.17662315804755,0.538,0.002,3.84e-12,Plasmacytoid DCs,P2RY14
1.23e-16,1.29867676704105,0.769,0.018,4.04e-12,Plasmacytoid DCs,CYTH4
0.0,2.04359012129077,0.438,0.065,0.0,Secretory Cells,BPIFA1
0.0,1.86161054420818,0.328,0.059,0.0,Secretory Cells,KRT24
0.0,1.6905921074864,0.795,0.216,0.0,Secretory Cells,SERPINB3
0.0,1.6669340926024,0.499,0.09,0.0,Secretory Cells,MSMB
0.0,1.64632257718767,0.407,0.056,0.0,Secretory Cells,CXCL1
0.0,1.61503864780484,0.513,0.104,0.0,Secretory Cells,RARRES1
0.0,1.60905223955872,0.424,0.055,0.0,Secretory Cells,CXCL8
0.0,1.54830437657387,0.416,0.109,0.0,Secretory Cells,KRT4
0.0,1.47708423120998,0.639,0.181,0.0,Secretory Cells,VMO1
0.0,1.42300964287847,0.41,0.048,0.0,Secretory Cells,SERPINB11
0.0,3.10294400186127,0.728,0.087,0.0,Squamous Cells,SPRR3
0.0,3.05556500917434,0.508,0.043,0.0,Squamous Cells,KRT13
0.0,2.88801353026142,0.532,0.027,0.0,Squamous Cells,MAL
0.0,2.67878924403603,0.516,0.066,0.0,Squamous Cells,EMP1
0.0,2.41823110146662,0.738,0.178,0.0,Squamous Cells,S100A9
0.0,2.33794426377455,0.595,0.092,0.0,Squamous Cells,CEACAM5
0.0,2.24443301108975,0.517,0.054,0.0,Squamous Cells,SCEL
0.0,2.23003404610584,0.658,0.141,0.0,Squamous Cells,S100A8
0.0,2.16302956903771,0.337,0.021,0.0,Squamous Cells,SPRR2A
0.0,1.93055049395333,0.306,0.011,0.0,Squamous Cells,RPTN
0.0,2.568053498178,0.676,0.208,0.0,T Cells,TNFAIP3
0.0,2.5454072105333,0.649,0.052,0.0,T Cells,CCL5
0.0,2.32793600984017,0.707,0.045,0.0,T Cells,PTPRC
0.0,2.22502012396823,0.547,0.026,0.0,T Cells,CD69
0.0,2.21964774062524,0.428,0.026,0.0,T Cells,IL7R
0.0,2.13252848377403,0.647,0.12,0.0,T Cells,STK17B
0.0,2.09527839165666,0.466,0.035,0.0,T Cells,CXCR4
0.0,2.04701165149466,0.532,0.14,0.0,T Cells,NR4A2
0.0,1.98596040747068,0.747,0.297,0.0,T Cells,KLF6
0.0,1.97141940909009,0.597,0.052,0.0,T Cells,LCP1
